filename,gt
872,|-|-s_1-|-s_2-|-|-|-|-s_7
873,|-s_7-s_2-|-s_8-|-|-s_4-s_7-s_2
874,|-|-|-s_0-|-|-s_6-|-s_2-|
875,|-|-|-|-s_4-s_9-s_0-|-|-s_7
876,|-s_5-s_8-s_7-s_2-s_0-|-s_4-|-s_3
877,s_9-s_6-|-s_9-|-|-s_7-|-|-|
878,s_2-|-|-|-|-|-|-s_7-|-|
879,|-s_2-s_6-s_2-|-|-s_1-|-|-s_2
880,|-|-s_0-|-|-s_2-|-s_6-s_0-|
881,|-|-s_5-s_6-|-s_1-|-|-|-|
882,s_2-|-|-|-s_3-s_7-|-s_7-|-s_0
883,s_0-s_3-s_0-|-s_3-|-|-|-|-|
884,s_2-s_2-s_0-|-|-s_8-|-s_5-|-s_1
885,s_4-|-s_5-s_6-|-s_5-s_0-|-s_8-|
886,s_3-|-|-|-s_3-s_7-s_2-|-s_6-s_8
887,|-s_8-|-|-s_6-|-|-|-s_3-s_5
888,|-s_3-s_6-|-|-|-s_4-s_3-|-|
889,|-s_6-s_0-|-|-|-s_4-s_1-s_3-s_6
890,|-|-s_6-|-|-s_1-s_8-s_4-s_5-s_3
891,s_2-|-s_3-s_7-s_7-s_8-|-s_1-s_0-s_3
892,s_8-s_4-s_6-s_7-s_4-|-s_0-|-|-|
893,s_3-|-|-|-s_0-s_9-s_7-|-|-s_1
894,|-s_7-s_4-s_3-s_1-s_6-|-s_9-|-|
895,s_7-|-|-s_9-s_3-s_4-s_1-|-s_6-|
896,s_6-s_9-|-s_8-|-|-|-s_5-|-s_8
897,s_8-s_7-s_0-s_4-s_1-s_6-s_2-|-s_7-|
898,s_0-s_1-s_0-s_6-s_4-|-|-|-|-s_3
899,s_2-|-s_3-s_9-s_3-|-s_3-s_8-|-|
900,s_0-|-|-|-s_2-s_0-|-|-s_9-s_3
901,|-s_8-|-s_8-s_0-|-s_9-|-|-|
902,|-s_7-s_0-|-|-s_2-s_4-s_1-s_5-|
903,s_5-|-s_1-|-s_3-s_2-s_8-|-|-s_3
904,|-|-s_7-s_9-|-|-s_8-|-s_9-|
905,|-s_7-|-s_8-s_5-|-|-s_1-s_4-|
906,|-|-|-s_0-s_8-|-|-|-s_9-s_4
907,s_2-|-|-s_4-s_6-s_3-s_8-|-s_9-s_0
908,|-s_2-|-|-s_1-|-|-s_9-|-s_6
909,s_1-|-s_7-s_8-s_9-s_5-|-|-|-s_5
910,|-|-s_7-|-|-|-s_5-|-s_2-s_0
911,s_6-|-|-|-|-|-|-|-s_5-s_8
912,|-s_2-|-|-s_5-s_2-|-|-|-|
913,|-|-|-s_9-|-s_6-s_4-s_1-s_2-s_1
914,s_4-s_6-s_2-|-|-|-|-s_5-|-s_0
915,|-s_1-|-|-|-s_9-s_7-s_8-s_3-s_9
916,|-s_7-s_2-|-|-s_9-|-s_9-s_7-s_5
917,|-|-|-|-s_0-|-s_2-|-s_1-s_5
918,s_3-s_4-s_5-|-s_6-|-s_2-s_7-s_7-s_7
919,s_0-|-|-|-|-s_7-s_0-s_2-s_1-s_0
920,|-|-s_0-s_0-|-|-|-|-|-s_6
921,s_1-s_5-s_3-s_5-|-|-s_2-|-s_3-|
922,s_6-s_4-s_6-s_7-|-|-s_0-|-|-|
923,s_1-|-|-s_6-|-s_3-s_6-|-|-s_7
924,|-|-s_9-|-|-s_9-|-|-|-s_7
925,|-s_3-s_1-s_0-|-|-|-|-s_6-s_4
926,s_6-|-|-s_1-|-s_5-|-|-s_7-|
927,s_0-|-|-|-s_3-|-|-|-|-|
928,s_9-|-s_6-s_9-s_0-s_8-|-s_0-|-|
929,|-|-s_2-|-|-|-|-|-s_0-s_1
930,s_6-|-s_0-s_2-s_9-|-|-s_6-s_5-s_5
931,|-|-s_2-s_4-|-s_7-|-s_8-s_8-|
932,s_6-|-|-s_1-s_4-|-|-|-|-|
933,s_1-s_7-|-|-|-s_8-|-s_6-s_4-s_6
934,s_6-s_0-s_4-|-s_7-s_2-|-s_8-s_2-|
935,s_5-s_9-|-s_2-s_2-s_3-|-s_7-s_5-|
936,s_0-|-s_2-s_2-s_8-|-s_9-|-|-|
937,s_2-s_1-|-|-|-s_2-s_9-|-s_5-|
938,s_8-|-s_7-|-|-s_4-s_0-|-s_8-s_5
939,|-|-s_2-s_8-|-s_6-s_4-s_0-|-s_6
940,s_2-s_9-|-s_2-s_4-s_0-|-|-|-s_8
941,s_2-s_3-s_1-s_4-s_6-|-s_4-s_3-|-|
942,|-s_6-|-s_0-s_9-|-s_6-|-s_2-s_0
943,|-|-|-s_4-|-|-s_9-|-|-|
944,|-|-|-|-s_2-|-|-|-s_3-|
945,s_8-|-s_4-|-|-s_5-s_5-s_2-|-s_5
946,|-|-s_4-|-|-s_7-|-|-s_6-s_4
947,|-|-|-s_7-|-s_9-|-s_9-s_7-s_2
948,s_5-s_5-s_4-s_8-|-s_2-s_0-|-|-s_4
949,s_8-|-|-|-s_3-|-s_5-s_4-s_1-|
950,|-s_2-|-s_1-s_9-|-s_6-s_9-s_3-s_7
951,|-|-s_3-|-|-|-|-|-|-|
952,s_7-s_4-|-|-s_9-s_0-|-s_3-s_4-s_1
953,s_7-s_6-|-s_3-s_9-|-|-s_1-|-|
954,s_6-s_2-|-s_5-s_9-s_4-s_8-s_3-|-|
955,|-|-|-s_7-s_0-|-|-s_1-|-|
956,|-s_6-s_6-s_6-s_4-s_4-|-|-|-s_8
957,s_6-s_7-|-|-s_6-s_8-|-|-|-|
958,s_7-|-|-|-|-|-s_4-|-|-|
959,|-|-|-s_8-s_7-|-s_1-|-|-s_4
960,s_1-|-s_9-s_6-|-s_7-|-|-|-s_1
961,s_2-|-|-s_2-|-|-s_4-|-s_0-|
962,|-s_9-|-s_0-|-s_3-s_7-|-|-s_6
963,|-s_2-|-|-s_0-s_0-|-s_5-|-|
964,|-|-|-s_0-s_8-s_7-s_1-|-|-s_6
965,|-s_0-s_6-|-s_9-s_1-|-s_1-s_0-s_8
966,s_9-s_7-s_7-|-s_0-s_7-|-|-|-|
967,s_7-|-s_3-s_2-|-s_4-|-s_7-s_7-s_7
968,s_2-s_3-s_1-|-s_1-s_1-s_7-s_4-s_7-|
969,s_2-|-s_4-|-|-|-|-s_5-s_6-|
970,s_7-|-|-s_6-|-|-s_1-|-|-s_7
971,|-s_8-|-s_7-|-s_2-s_4-|-s_7-|
972,|-|-s_6-|-s_7-|-|-|-s_1-s_2
973,s_7-s_4-|-|-s_5-|-s_7-s_7-s_8-s_0
974,|-|-s_2-s_1-|-s_4-|-|-|-|
975,s_0-s_6-|-|-s_7-|-s_1-|-|-|
976,|-s_2-s_5-|-s_9-s_8-|-|-s_2-s_3
977,|-|-s_7-s_7-|-|-s_1-s_5-s_9-|
978,|-s_9-|-|-|-|-|-s_7-|-|
979,s_4-s_4-|-s_1-s_8-|-|-|-s_0-|
980,|-s_7-s_6-|-|-|-|-s_6-s_0-|
981,|-s_6-s_3-s_2-|-|-|-s_2-s_7-|
982,s_5-s_7-|-s_2-s_1-s_6-s_1-s_3-|-s_5
983,s_8-|-s_0-s_6-s_6-s_5-|-|-s_2-s_4
984,|-s_5-s_6-s_4-s_8-|-s_5-|-|-s_1
985,|-s_9-s_2-|-s_0-|-|-|-s_3-|
986,s_1-|-|-s_2-|-|-|-|-s_9-|
987,|-s_3-s_5-s_2-s_8-s_1-s_8-|-s_6-|
988,s_9-|-|-s_1-|-|-s_7-|-|-|
989,|-|-|-s_3-|-s_4-s_0-|-s_4-s_2
990,|-s_2-s_8-s_2-s_9-|-s_6-|-|-s_8
991,s_6-s_0-s_0-|-s_7-s_2-|-|-|-s_6
992,|-s_9-s_2-s_7-|-s_3-s_3-|-s_7-|
993,|-|-s_3-|-|-s_8-|-|-|-|
994,s_6-|-|-s_5-s_3-|-s_2-|-s_7-s_5
995,s_8-s_8-|-s_3-s_4-|-s_0-s_0-|-s_1
996,|-|-s_7-s_5-|-|-|-|-|-|
997,|-|-s_8-s_8-s_7-s_4-|-|-s_6-s_2
998,s_6-s_1-s_3-|-s_0-s_3-|-|-|-s_8
999,s_0-|-|-|-s_0-|-s_7-s_9-s_9-s_3
1000,s_9-|-|-|-s_0-|-s_9-s_6-|-s_9
1001,s_9-|-|-s_6-|-|-s_9-|-s_9-s_3
1002,s_5-s_4-|-s_0-|-|-|-s_0-s_4-s_9
1003,s_5-|-|-|-|-|-s_1-s_8-s_1-|
1004,|-s_0-s_9-s_9-|-s_6-s_8-|-|-s_7
1005,|-s_6-s_6-|-|-|-s_7-|-|-|
1006,s_5-|-|-s_2-|-|-|-|-s_8-s_3
1007,|-s_3-|-|-s_9-|-|-|-s_8-|
1008,|-|-s_7-s_7-s_6-s_2-s_1-|-|-|
1009,|-|-|-s_4-|-s_3-s_7-|-|-s_0
1010,s_1-|-|-|-|-|-|-|-s_6-s_4
1011,s_6-|-s_4-s_9-|-s_1-|-|-|-s_3
1012,s_4-|-|-s_3-|-|-s_1-|-s_5-|
1013,|-s_4-s_5-|-|-|-s_1-|-s_4-|
1014,|-s_5-|-|-|-|-s_7-|-|-s_0
1015,s_0-|-|-s_3-|-|-|-|-|-s_1
1016,s_1-|-|-s_2-s_7-s_3-s_3-|-|-s_6
1017,s_1-|-|-|-|-|-s_7-s_9-|-|
1018,s_8-|-s_0-s_2-s_4-s_2-s_3-|-s_4-|
1019,s_5-|-s_6-s_2-|-s_7-s_7-|-s_3-s_6
1020,|-s_0-|-|-|-|-|-s_0-s_1-s_2
1021,s_0-s_5-s_1-|-|-|-s_8-s_8-|-|
1022,s_8-|-s_7-s_6-|-|-s_0-s_7-s_0-|
1023,|-|-|-s_1-|-s_6-|-s_9-|-|
1024,|-|-|-s_5-s_5-|-|-s_9-|-s_0
1025,s_5-|-|-s_8-s_5-s_1-s_4-s_6-|-s_5
1026,|-s_4-|-s_9-s_7-s_9-s_8-s_6-|-s_4
1027,|-|-|-s_5-s_2-|-s_2-|-|-|
1028,|-s_4-s_4-s_4-s_1-s_3-s_3-|-|-|
1029,s_1-|-|-s_5-|-s_5-s_9-|-|-|
1030,s_8-s_2-s_6-|-s_2-s_0-s_6-|-|-s_4
1031,|-|-s_4-|-|-s_6-|-s_2-|-s_6
1032,|-|-|-s_6-|-s_3-|-s_9-|-s_0
1033,s_7-s_6-s_0-s_8-|-|-s_4-s_8-|-|
1034,|-|-s_7-|-|-|-s_0-|-|-|
1035,s_6-s_8-s_2-s_2-s_2-s_1-|-|-s_7-|
1036,|-s_3-|-s_1-s_9-|-s_8-s_3-s_4-s_8
1037,|-s_9-s_5-s_3-|-s_9-|-s_2-s_8-s_8
1038,|-s_1-|-s_8-|-|-s_1-|-|-s_9
1039,|-s_7-s_9-|-|-s_2-s_3-s_9-|-s_1
1040,s_9-|-|-|-|-|-|-|-|-|
1041,s_3-|-|-|-|-|-s_3-|-s_0-|
1042,|-|-s_5-s_7-|-|-|-|-|-s_8
1043,s_8-|-s_1-s_5-s_6-s_4-|-s_8-|-s_0
1044,|-s_2-s_3-s_0-s_3-|-|-s_7-s_1-|
1045,s_6-|-s_9-|-|-|-s_3-|-|-s_9
1046,s_2-|-s_3-|-|-|-s_7-s_3-|-s_8
1047,s_0-s_7-s_3-|-|-s_0-|-s_2-s_2-s_5
1048,s_9-|-s_1-|-s_5-s_4-s_6-|-s_9-|
1049,s_8-s_1-s_9-|-|-s_4-|-|-|-|
1050,|-s_5-|-s_2-s_6-|-s_7-s_9-|-s_2
1051,|-|-|-|-|-s_5-|-s_4-|-s_8
1052,|-s_4-|-|-s_2-s_3-s_3-|-s_9-s_2
1053,|-|-s_6-|-s_1-|-|-s_5-|-s_0
1054,|-s_8-|-|-s_8-s_9-|-s_9-s_5-s_9
1055,s_1-|-s_2-s_6-s_1-s_1-s_7-|-|-|
1056,|-|-|-|-s_6-s_1-|-s_7-s_3-|
1057,|-|-s_0-s_1-|-|-|-|-|-s_8
1058,s_4-|-|-|-|-|-s_8-s_8-|-s_6
1059,|-s_5-|-s_7-s_1-|-|-s_6-s_9-s_5
1060,s_5-|-s_9-s_2-s_9-s_4-|-s_0-|-|
1061,|-s_1-s_6-s_0-|-|-|-|-|-|
1062,|-|-s_4-s_6-|-|-|-s_2-|-|
1063,s_0-s_2-s_7-s_3-s_4-|-|-s_7-s_9-s_5
1064,|-|-|-|-s_5-|-|-|-s_7-s_5
1065,s_9-|-|-s_3-|-|-|-|-s_0-s_9
1066,s_2-s_3-s_1-|-s_5-|-s_8-|-|-|
1067,|-s_7-s_6-|-s_0-s_4-s_0-|-|-s_0
1068,s_4-s_4-|-s_3-|-|-s_0-|-|-|
1069,|-|-s_4-s_0-s_4-|-s_3-s_6-s_0-|
1070,|-|-|-s_7-s_1-|-|-|-s_3-|
1071,|-|-|-|-|-|-|-|-s_7-s_2
1072,|-s_2-|-|-|-s_6-s_5-|-|-s_0
1073,s_2-s_7-s_6-s_9-s_4-|-s_9-|-s_0-|
1074,s_1-|-|-|-|-|-s_7-s_1-|-s_5
1075,s_3-|-s_6-s_3-s_7-|-|-s_4-s_4-|
1076,|-|-s_1-s_7-|-|-s_2-|-|-|
1077,s_6-|-|-s_8-|-|-s_1-|-|-s_1
1078,|-|-s_7-|-s_6-|-s_9-s_1-|-|
1079,|-|-s_0-s_0-s_8-|-|-s_1-|-|
1080,s_4-|-|-|-s_1-|-|-s_9-s_6-s_0
1081,|-s_3-|-|-|-s_6-s_8-s_1-|-s_6
1082,|-|-s_8-|-|-|-|-s_6-|-s_0
1083,s_3-|-|-s_8-|-|-|-s_1-|-s_3
1084,|-|-s_6-s_2-|-s_9-|-|-s_7-|
1085,s_8-s_5-s_5-s_9-s_1-s_7-s_3-s_6-|-s_3
1086,|-|-|-s_0-s_7-s_7-|-|-s_2-|
1087,s_8-s_8-|-|-s_2-s_7-s_1-s_7-|-s_0
1088,|-s_3-s_2-s_2-s_6-s_6-s_8-s_6-s_4-s_9
1089,s_0-|-s_8-|-s_1-s_7-s_7-s_4-|-|
1090,|-|-|-|-s_7-|-|-|-s_6-s_1
1091,s_5-|-s_1-|-|-s_3-|-|-|-|
1092,|-s_1-|-s_2-s_7-|-|-s_4-s_6-|
1093,|-s_3-s_0-|-s_9-s_7-|-|-s_4-|
1094,|-s_6-s_9-|-|-s_9-s_1-s_6-s_2-|
1095,|-s_6-|-|-|-s_6-|-s_1-s_6-s_3
1096,s_0-|-s_9-|-s_9-|-|-|-|-s_5
1097,s_0-s_7-s_0-s_9-s_7-|-s_4-s_0-|-s_8
1098,s_7-|-|-|-|-s_2-|-s_5-s_8-s_8
1099,|-s_5-s_5-s_1-|-|-s_1-|-|-s_3
1100,|-|-s_2-|-s_9-s_0-|-s_7-s_9-|
1101,|-s_8-s_9-s_1-s_9-|-|-s_2-|-s_5
1102,s_8-s_3-|-|-|-|-|-|-|-|
1103,|-s_3-|-|-|-|-s_1-s_2-s_7-|
1104,s_0-s_0-|-|-s_2-|-s_9-s_8-s_8-s_5
1105,|-|-s_9-|-|-s_0-s_1-s_5-|-|
1106,|-|-s_4-s_6-|-s_6-s_2-s_9-s_9-|
1107,s_1-s_0-|-s_4-s_8-|-s_5-|-|-|
1108,|-s_4-|-|-s_9-s_4-|-|-|-s_6
1109,|-s_9-s_2-|-s_1-|-|-|-s_9-s_6
1110,s_8-s_1-s_8-|-s_9-|-|-s_8-s_6-|
1111,|-s_9-s_2-|-s_5-s_1-s_6-|-|-|
1112,s_7-s_1-s_5-|-s_6-|-|-|-|-s_3
1113,|-|-|-s_1-|-|-s_4-|-s_4-|
1114,s_5-|-|-s_8-|-s_0-|-|-s_5-|
1115,|-s_8-|-|-s_8-|-s_3-s_9-s_0-|
1116,|-|-|-|-|-|-|-s_1-|-s_3
1117,|-|-|-s_9-|-|-s_0-|-|-s_6
1118,|-|-|-|-s_9-s_6-|-|-|-|
1119,s_0-|-|-|-s_1-|-s_9-s_8-s_1-s_8
1120,|-s_9-s_9-|-s_6-s_7-|-|-s_1-s_3
1121,|-|-s_3-|-|-|-s_6-s_8-s_5-s_0
1122,|-|-s_8-s_8-s_1-|-s_7-s_1-|-|
1123,|-|-|-s_7-|-|-s_5-|-s_3-s_9
1124,|-s_4-s_6-s_9-s_5-s_1-|-|-|-|
1125,|-|-s_0-|-|-|-s_9-s_5-|-|
1126,s_7-s_3-s_1-|-s_5-s_8-s_9-|-s_6-|
1127,|-|-s_6-s_5-|-s_3-|-s_8-|-|
1128,|-|-s_5-s_9-s_1-|-|-s_8-|-|
1129,|-s_0-|-s_6-s_5-|-|-|-|-s_6
1130,|-s_7-|-s_1-|-s_4-|-|-|-s_3
1131,|-s_0-s_2-|-|-s_1-|-|-|-|
1132,|-s_8-|-|-|-s_0-|-s_0-|-s_3
1133,|-|-|-s_7-|-|-|-s_8-|-|
1134,s_5-s_7-s_2-s_2-s_1-s_4-s_5-s_4-|-s_0
1135,s_8-|-|-|-|-s_9-|-s_2-s_5-s_0
1136,s_7-s_9-s_6-s_6-s_0-|-s_7-s_2-s_3-|
1137,|-|-|-|-s_0-s_9-s_2-s_6-s_8-|
1138,|-s_9-|-|-|-s_1-|-|-s_8-s_0
1139,|-|-|-|-s_2-s_6-s_3-|-s_0-s_0
1140,s_5-|-|-|-|-s_1-s_1-s_8-s_9-s_1
1141,s_2-s_2-s_3-s_4-|-s_9-s_3-s_6-s_4-|
1142,s_4-|-s_1-s_3-s_3-s_9-|-s_1-s_3-|
1143,s_9-|-s_5-s_6-|-|-s_1-|-s_1-s_7
1144,s_0-s_3-|-|-s_4-s_4-|-|-|-|
1145,|-s_7-|-s_0-s_1-|-s_9-|-s_6-|
1146,|-s_3-|-|-s_1-s_3-s_6-s_1-|-|
1147,s_1-s_7-s_2-s_0-s_0-s_1-|-s_3-s_4-s_0
1148,|-|-|-|-|-s_9-|-|-s_1-|
1149,|-|-s_3-s_4-|-s_1-s_3-s_8-s_9-s_6
1150,s_1-s_6-|-s_0-|-|-s_0-|-|-s_1
1151,|-s_2-|-s_9-s_3-|-|-s_5-s_0-s_4
1152,s_7-|-s_8-|-|-s_8-|-|-s_0-s_3
1153,s_6-|-s_4-|-s_9-s_2-|-|-s_2-|
1154,|-|-s_4-|-s_2-s_1-|-|-|-|
1155,s_7-|-|-s_8-s_2-|-s_4-|-|-s_6
1156,s_8-|-|-s_4-|-|-s_4-s_0-s_1-s_4
1157,|-s_8-|-|-s_0-s_8-s_0-|-|-s_9
1158,|-|-s_5-|-|-|-|-s_2-s_4-|
1159,|-s_6-|-|-s_6-s_4-|-|-|-|
1160,s_0-|-s_8-|-s_2-s_1-|-|-s_5-s_5
1161,s_1-|-s_1-s_0-s_1-|-|-|-s_4-|
1162,|-|-|-|-s_6-s_0-|-s_6-s_0-|
1163,|-|-s_2-|-s_9-s_8-s_0-|-s_3-s_1
1164,|-|-s_4-s_4-s_8-s_1-s_4-s_2-s_4-s_3
1165,|-s_4-s_5-s_9-s_7-s_1-|-|-s_3-|
1166,s_6-|-s_0-|-s_0-s_0-s_9-|-|-|
1167,|-s_4-s_1-|-|-s_2-|-s_8-s_5-|
1168,|-s_2-|-|-|-s_2-s_6-|-s_4-|
1169,s_9-|-s_8-|-|-|-s_5-s_4-|-s_2
1170,|-|-|-|-s_1-|-|-|-s_6-s_3
1171,|-|-s_8-|-s_5-s_6-|-|-s_6-|
1172,s_7-|-|-|-s_2-|-s_3-s_1-s_6-s_9
1173,s_0-|-|-s_7-s_5-s_3-s_3-s_1-s_7-|
1174,|-|-|-|-|-|-s_0-s_3-s_7-|
1175,|-s_9-|-s_6-s_9-|-|-s_6-s_2-|
1176,|-s_2-|-|-|-|-|-s_6-s_2-s_0
1177,s_3-|-|-s_6-|-s_7-|-|-s_7-s_1
1178,s_0-s_4-s_1-|-|-s_8-s_1-|-s_2-s_7
1179,|-|-|-|-|-s_9-|-|-s_9-|
1180,s_9-|-|-|-s_2-s_0-|-|-s_5-|
1181,s_3-s_3-|-s_5-s_5-s_9-|-s_1-|-|
1182,|-s_4-|-|-s_4-s_8-|-s_3-|-s_2
1183,|-|-s_4-s_1-s_7-|-|-s_3-s_9-|
1184,|-|-|-s_4-|-|-s_2-|-|-s_6
1185,s_6-|-s_1-s_1-|-s_3-s_7-s_0-|-|
1186,|-s_5-|-|-|-s_2-|-s_8-s_5-|
1187,|-|-|-s_2-|-|-|-|-|-|
1188,|-s_2-s_8-s_9-s_3-s_0-s_2-|-s_0-|
1189,s_6-s_2-s_7-|-s_5-s_8-|-|-s_1-s_9
1190,s_5-s_8-s_4-s_8-s_6-s_3-|-|-|-s_6
1191,|-|-s_1-s_0-s_4-s_5-s_7-s_0-s_4-s_8
1192,|-|-|-s_9-s_1-|-|-|-|-s_4
1193,s_9-|-|-|-|-|-s_4-s_2-|-|
1194,|-s_6-s_4-s_1-s_0-s_3-s_3-|-s_9-s_2
1195,|-s_0-|-s_7-s_0-|-|-s_8-|-s_1
1196,s_1-s_7-|-s_9-|-s_9-s_1-|-|-|
1197,|-|-s_4-s_6-s_8-s_6-|-|-s_8-|
1198,|-|-|-|-s_4-|-|-s_9-s_7-|
1199,|-|-|-s_1-s_7-s_4-s_0-|-s_0-|
1200,|-s_7-|-|-|-|-|-|-s_9-s_6
1201,s_6-s_3-s_0-s_1-s_1-|-s_3-s_2-|-|
1202,|-|-|-s_2-|-|-s_4-|-s_6-|
1203,|-|-|-s_7-s_7-s_8-|-s_7-|-s_7
1204,s_2-|-|-s_5-s_5-|-s_9-s_0-s_7-|
1205,s_6-s_0-|-|-s_8-|-s_4-|-s_3-s_6
1206,|-s_4-s_3-|-|-|-s_3-s_7-s_5-s_0
1207,s_9-s_4-|-|-s_1-s_6-s_4-|-|-s_1
1208,|-|-s_7-|-s_3-|-s_8-s_3-s_4-|
1209,s_9-|-|-|-|-|-|-s_3-s_2-|
1210,s_6-|-|-|-s_8-s_9-|-|-s_1-|
1211,|-s_9-|-s_2-s_0-|-s_0-s_8-|-s_0
1212,|-|-s_2-s_2-s_8-s_0-s_6-s_3-s_1-s_2
1213,s_7-|-s_2-s_5-s_6-|-s_6-s_8-s_9-s_2
1214,|-|-s_8-|-s_7-s_9-s_6-s_2-|-s_3
1215,|-s_7-s_6-|-|-s_0-s_3-|-s_8-|
1216,s_7-|-|-s_3-|-s_1-|-s_4-s_5-s_7
1217,|-|-|-|-s_0-s_7-|-s_7-|-s_5
1218,|-|-|-|-s_8-s_3-s_7-|-|-s_9
1219,|-s_2-|-|-|-|-|-s_4-s_4-|
1220,|-|-s_3-|-s_5-|-|-|-s_3-s_4
1221,s_7-s_9-|-s_3-s_4-|-|-s_6-|-|
1222,|-|-s_7-s_7-s_1-|-s_1-s_1-s_7-s_1
1223,|-|-|-|-|-|-s_7-|-s_4-|
1224,|-s_1-|-s_1-|-s_9-|-|-s_9-|
1225,|-|-s_0-|-|-|-s_4-s_3-s_8-|
1226,s_0-|-s_4-s_5-|-s_3-|-|-s_4-|
1227,s_7-|-s_5-|-|-s_2-|-s_4-|-s_1
1228,|-s_4-s_6-|-s_5-|-s_6-s_2-|-s_1
1229,s_6-s_3-s_9-s_0-|-s_2-|-|-s_5-s_9
1230,s_6-s_5-|-s_8-|-s_8-s_0-s_7-s_6-|
1231,|-|-s_3-|-s_8-|-|-|-s_1-|
1232,s_7-|-|-s_6-s_6-|-s_1-|-s_3-|
1233,s_4-|-s_1-|-s_6-|-|-|-s_7-s_3
1234,s_0-s_5-s_1-|-|-|-s_0-s_5-s_8-s_3
1235,s_4-|-s_5-s_1-s_9-s_3-|-|-s_1-|
1236,|-|-s_4-|-s_0-|-|-|-s_1-|
1237,s_4-s_3-|-|-s_0-|-s_7-|-s_4-|
1238,s_7-s_6-s_8-s_2-s_2-s_9-s_3-|-|-s_9
1239,s_2-s_6-s_3-|-|-s_2-|-|-s_8-|
1240,|-s_1-s_8-s_6-|-|-s_8-s_4-|-s_7
1241,s_6-|-|-s_3-s_6-|-s_2-s_5-s_6-s_5
1242,s_4-|-|-s_8-|-|-s_1-s_8-|-|
1243,s_9-|-s_4-|-|-s_4-s_8-s_0-s_6-|
1244,|-|-|-|-|-|-|-|-|-s_8
1245,s_8-s_2-s_8-|-s_0-s_8-|-|-s_4-s_7
1246,|-s_8-|-s_0-s_8-|-|-|-|-s_3
1247,|-s_6-s_2-|-|-s_7-s_8-s_4-s_4-s_8
1248,s_8-s_5-|-|-|-|-s_4-s_6-s_2-s_4
1249,s_5-s_4-|-|-|-|-|-|-s_0-s_3
1250,|-s_8-s_4-s_2-|-s_5-|-|-|-s_0
1251,|-s_7-|-s_5-|-|-s_1-|-|-|
1252,s_9-|-s_5-s_5-s_3-|-s_4-s_1-s_8-s_8
1253,s_3-s_9-s_3-s_4-s_9-|-s_9-|-|-s_0
1254,|-|-|-s_7-|-|-|-s_6-|-s_9
1255,s_1-s_3-|-s_4-|-s_8-|-s_7-s_6-s_0
1256,s_1-s_3-|-s_0-s_5-|-|-s_2-|-|
1257,s_7-s_4-s_6-|-|-s_8-|-|-|-|
1258,s_1-|-|-|-s_1-|-|-s_7-s_3-s_6
1259,|-s_8-s_7-s_9-|-|-s_9-s_4-|-|
1260,s_3-s_0-|-|-s_4-|-|-s_3-s_4-s_3
1261,s_9-|-s_7-s_0-|-|-s_9-|-|-|
1262,|-s_5-|-s_0-s_6-s_3-|-|-|-|
1263,|-s_2-|-s_0-s_3-|-|-s_1-|-|
1264,s_9-|-s_8-|-|-|-s_3-s_8-|-s_4
1265,s_2-s_9-s_1-s_6-|-|-s_6-s_4-|-s_1
1266,|-s_1-|-|-|-|-|-s_0-s_3-s_2
1267,s_5-s_9-s_3-s_9-s_8-s_9-s_7-s_1-|-|
1268,|-s_6-|-s_9-s_8-|-|-|-|-|
1269,|-s_6-|-s_4-|-|-s_4-s_8-|-|
1270,|-s_6-s_6-|-s_4-s_0-|-s_3-s_7-|
1271,s_7-|-|-s_1-|-|-|-s_1-s_6-s_0
1272,|-s_2-|-s_3-|-s_4-|-|-s_4-s_8
1273,s_3-|-|-|-|-s_5-s_6-|-|-s_2
1274,|-s_0-|-|-|-|-s_5-|-s_0-|
1275,|-|-|-|-s_5-|-s_6-|-s_5-|
1276,|-|-s_1-|-s_5-s_7-s_7-|-|-|
1277,|-s_6-|-|-|-s_7-|-|-s_7-|
1278,s_0-|-s_5-|-|-s_2-s_9-|-s_7-s_5
1279,|-|-|-s_2-s_3-|-s_2-|-s_5-s_2
1280,s_0-s_3-|-s_6-|-|-|-|-|-s_8
1281,|-s_0-|-|-s_0-|-s_5-s_1-s_1-|
1282,|-|-s_2-s_3-s_6-|-s_2-s_9-|-s_2
1283,|-s_1-s_3-|-s_7-s_0-s_5-|-s_5-|
1284,s_8-s_2-s_1-|-s_8-|-|-s_1-|-s_9
1285,|-s_2-|-|-|-s_6-|-s_9-s_3-s_0
1286,|-|-|-|-s_6-|-|-s_0-s_1-|
1287,s_0-|-|-|-s_0-|-s_4-s_5-s_0-s_3
1288,s_1-|-|-|-s_1-s_7-|-|-|-|
1289,s_0-s_9-|-|-|-|-s_9-|-|-|
1290,s_6-|-|-|-s_5-s_2-|-s_5-s_8-s_2
1291,|-|-|-s_8-|-s_4-|-|-|-s_1
1292,s_2-|-s_3-|-|-s_8-s_7-s_9-s_3-|
1293,|-s_6-s_1-s_2-s_2-s_8-s_7-s_9-s_3-|
1294,s_3-|-s_8-|-|-s_3-s_6-s_7-|-s_8
1295,s_9-s_0-|-s_5-s_5-|-s_6-s_6-|-|
1296,|-|-s_5-s_8-|-s_2-s_3-s_1-|-s_0
1297,s_5-s_2-s_7-s_4-s_4-|-|-s_5-s_3-|
1298,|-s_1-s_9-s_9-s_5-s_6-s_5-|-|-s_4
1299,s_2-s_8-s_5-s_1-|-|-s_0-|-s_7-|
